Genus,Family,C_value,tavg,perc_ag,perc_per,HybProp,Hyb_Ratio
Yucca,Asparagaceae,3.1375,0.956,0.0,1.0,0.833333333,0.0625
Zanthoxylum,Rutaceae,5.193333333,0.7295,0.001652893,1.0,0.0,0.0
Zieria,Rutaceae,1.687142857,0.7295,0.001652893,1.0,0.0,0.0
Zigadenus,Melanthiaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Zingeria,Poaceae,2.025,0.7295,0.074314214,0.0,0.0,0.0
Zinnia,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Zizania,Poaceae,2.18,0.7295,0.074314214,0.25,0.0,0.0
Zizia,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Ziziphora,Lamiaceae,1.687142857,0.7295,0.004320557,0.0,0.0,0.0
Ziziphus,Rhamnaceae,1.55,0.7295,0.004444444,1.0,0.0,0.0
Zuckia,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
