Genus,Family,C_value,tavg,perc_ag,perc_per,HybProp,Hyb_Ratio
Casuarina,Casuarinaceae,0.45,0.7295,0.094736842,1.0,0.0,0.0
Catalpa,Bignoniaceae,1.687142857,0.7295,0.01,1.0,0.0,0.0
Catananche,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Catapodium,Poaceae,3.4,0.7295,0.074314214,0.0,16.66666667,0.25
Caulanthus,Brassicaceae,0.59,0.7295,0.00485306,0.368421053,0.0,0.0
Caulophyllum,Berberidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Caustis,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Ceanothus,Rhamnaceae,1.687142857,0.7295,0.004444444,1.0,0.653120464,0.169811321
Cedrus,Pinaceae,16.14375,0.91,0.004761905,1.0,0.0,0.0
Celastrus,Celastraceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Celmisia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Celtis,Cannabaceae,1.29,0.7295,0.017647059,1.0,0.0,0.0
Cenchrus,Poaceae,3.146666667,0.7295,0.074314214,0.266666667,0.0,0.0
Centaurea,Asteraceae,1.543934426,0.978,0.00210989,0.715135738,0.062784492,0.086642599
Centaurium,Gentianaceae,1.23,0.7295,0.0,0.047619048,0.929152149,0.19047619
Centipeda,Asteraceae,1.687142857,0.7295,0.00210989,0.375,0.0,0.0
Centrolepis,Centrolepidaceae,1.687142857,0.7295,0.0,0.166666667,0.0,0.0
Cephalanthera,Orchidaceae,16.42,0.7295,0.0,1.0,3.571428571,0.125
Cephalaria,Caprifoliaceae,5.06,0.7295,0.0,0.785714286,0.0,0.0
Cerastium,Caryophyllaceae,2.077777778,0.7295,0.001818182,0.5625,0.153508772,0.072916667
Ceratocephalus,Ranunculaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Ceratochloa,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Ceratophyllum,Ceratophyllaceae,0.69,0.7295,0.0,1.0,0.0,0.0
Cercidium,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Cercocarpus,Rosaceae,1.687142857,0.7295,0.001060071,1.0,10.71428571,0.375
Cerinthe,Boraginaceae,0.95,0.7295,0.001824818,0.205128205,0.0,0.0
Cestrum,Solanaceae,1.687142857,0.7295,0.089837398,1.0,0.0,0.0
Chaenactis,Asteraceae,1.687142857,0.7295,0.00210989,0.386363636,0.865800866,0.090909091
Chaenomeles,Rosaceae,0.6,0.7295,0.001060071,1.0,0.0,0.0
Chaenorhinum,Plantaginaceae,1.687142857,0.7295,0.005925926,0.458333333,0.0,0.0
Chaerophyllum,Apiaceae,1.687142857,0.7295,0.003968254,0.59375,0.0,0.0
Chamaebatia,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Chamaecrista,Fabaceae,1.687142857,0.665,0.096494845,1.0,0.0,0.0
Chamaecyparis,Cupressaceae,10.63923077,0.977,0.007142857,1.0,5.0,0.1
Chamaecytisus,Fabaceae,1.687142857,0.7295,0.096494845,1.0,1.176470588,0.2
Chamaemelum,Asteraceae,5.24,0.7295,0.00210989,0.4,0.0,0.0
Chamaesaracha,Solanaceae,1.687142857,0.7295,0.089837398,1.0,0.0,0.0
Chamaespartium,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Chamaesyce,Euphorbiaceae,1.687142857,0.7295,0.01239531,0.464285714,0.144230769,0.046153846
Chamerion,Onagraceae,1.687142857,0.799333333,0.001538462,1.0,0.0,0.0
Chamomilla,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Charpentiera,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,10.0,0.2
Cheilanthes,Pteridaceae,1.687142857,0.7295,0.0,1.0,0.860215054,0.129032258
Cheiranthera,Pittosporaceae,1.687142857,0.7295,0.005,1.0,0.0,0.0
Cheirodendron,Araliaceae,1.687142857,0.7295,0.0,1.0,33.33333333,0.5
Cheirolophus,Asteraceae,0.705,0.7295,0.00210989,1.0,0.0,0.0
Chelone,Plantaginaceae,1.687142857,0.7295,0.005925926,1.0,0.0,0.0
Chenopodium,Amaranthaceae,1.309230769,0.7295,0.041463415,0.082542001,0.021905805,0.018072289
Chiloglottis,Orchidaceae,1.687142857,0.7295,0.0,1.0,20.0,0.4
Chimaphila,Ericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Chionodoxa,Asparagaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Chionogentias,Gentianaceae,1.687142857,0.7295,0.0,0.4,10.0,0.2
Chloris,Poaceae,0.35,0.7295,0.074314214,0.659090909,0.432900433,0.045454545
Chlorogalum,Asparagaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Choenomeles,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Chondrilla,Asteraceae,1.687142857,0.7295,0.00210989,0.625,0.0,0.0
Choretrum,Santalaceae,1.687142857,0.7295,0.002139037,1.0,0.0,0.0
Chorizandra,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Chorizanthe,Polygonaceae,1.687142857,0.7295,0.002727273,0.0,0.0,0.0
Christella,Thelypteridaceae,1.687142857,0.7295,0.0,1.0,20.0,0.4
Chrozophora,Euphorbiaceae,1.687142857,0.7295,0.01239531,0.0,0.0,0.0
Chrysanthemum,Asteraceae,10.451,0.7295,0.00210989,0.3,0.0,0.0
Chrysocephalum,Asteraceae,1.687142857,0.7295,0.00210989,0.8,0.0,0.0
Chrysocoma,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Chrysolepis,Fagaceae,1.687142857,0.7295,0.001492537,1.0,0.0,0.0
Chrysopsis,Asteraceae,1.687142857,0.7295,0.00210989,0.875,0.0,0.0
Chrysosplenium,Saxifragaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Chrysothamnus,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.925925926,0.125
Cicendia,Gentianaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Cicer,Fabaceae,1.411333333,0.7295,0.096494845,0.75,0.0,0.0
Cicerbita,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Cichorium,Asteraceae,1.687142857,0.7295,0.00210989,0.714285714,0.0,0.0
Cicuta,Apiaceae,1.687142857,0.7295,0.003968254,0.833333333,0.0,0.0
Cinna,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Cinnamomum,Lauraceae,0.6,0.7295,0.0004,1.0,0.0,0.0
Circaea,Onagraceae,1.687142857,0.7295,0.001538462,1.0,20.0,0.5
Cirsium,Asteraceae,1.463684211,0.7295,0.00210989,0.57615894,0.245630609,0.178082192
Cistanche,Orobanchaceae,9.435,0.7295,0.0,1.0,0.0,0.0
Cistus,Cistaceae,2.327058824,0.7295,0.011428571,1.0,15.78947368,1.421052632
Citrullus,Cucurbitaceae,0.45,0.7295,0.024852071,0.285714286,4.761904762,0.142857143
Citrus,Rutaceae,0.454137931,0.7295,0.001652893,1.0,0.0,0.0
Cladanthus,Asteraceae,3.8,0.7295,0.00210989,0.0,0.0,0.0
Cladium,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Clarkia,Onagraceae,1.849166667,0.655666667,0.001538462,0.0,0.769230769,0.15
Claytonia,Montiaceae,2.815,0.7295,0.0,0.553571429,1.13960114,0.148148148
Cleistogenes,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Clematis,Ranunculaceae,10.66818182,0.7295,0.0,1.0,0.0,0.0
Cleome,Cleomaceae,0.31,0.7295,0.006666667,0.0,0.0,0.0
Cleomella,Cleomaceae,1.687142857,0.7295,0.006666667,0.0,0.0,0.0
Clermontia,Campanulaceae,1.687142857,0.7295,0.0,1.0,2.164502165,0.227272727
Clinopodium,Lamiaceae,0.44,0.7295,0.004320557,0.8,0.0,0.0
Clintonia,Liliaceae,18.85,0.7295,0.0,1.0,0.0,0.0
Clypeola,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Cnidium,Apiaceae,1.687142857,0.7295,0.003968254,0.75,0.0,0.0
Cochlearia,Brassicaceae,0.642222222,0.7295,0.00485306,0.388888889,1.960784314,0.166666667
Coincya,Brassicaceae,1.687142857,0.7295,0.00485306,0.25,0.0,0.0
Colchicum,Colchicaceae,4.713636364,0.7295,0.0,1.0,0.790513834,0.086956522
Coleostephus,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Collinsia,Plantaginaceae,3.2,0.592666667,0.005925926,0.0,1.754385965,0.157894737
Collomia,Polemoniaceae,2.08,0.7295,0.0,0.214285714,0.0,0.0
Colobanthus,Caryophyllaceae,0.7,0.7295,0.001818182,1.0,0.0,0.0
Colubrina,Rhamnaceae,0.93,0.7295,0.004444444,1.0,0.0,0.0
Colutea,Fabaceae,0.65,0.7295,0.096494845,1.0,0.0,0.0
Comesperma,Polygalaceae,1.687142857,0.7295,0.001913876,1.0,0.0,0.0
Commelina,Commelinaceae,7.00125,0.7295,0.0,0.4375,0.0,0.0
Commersonia,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Conopodium,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Conospermum,Proteaceae,1.687142857,0.7295,0.000625,1.0,0.0,0.0
Conringia,Brassicaceae,0.23,0.7295,0.00485306,0.0,0.0,0.0
Consolida,Ranunculaceae,5.665,0.7295,0.0,0.0,0.0,0.0
Convolvulus,Convolvulaceae,1.202,0.7295,0.044375,0.859375,0.0,0.0
Conyza,Asteraceae,1.687142857,0.7295,0.00210989,0.045454545,1.086956522,0.125
Coprosma,Rubiaceae,1.33,0.7295,0.0006,1.0,3.03030303,0.318181818
Corallorhiza,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Cordylanthus,Orobanchaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Coreopsis,Asteraceae,2.025,0.7295,0.00210989,0.552631579,0.0,0.0
Coris,Primulaceae,1.687142857,0.7295,0.0,0.5,0.0,0.0
Corispermum,Amaranthaceae,1.687142857,0.7295,0.041463415,0.0,0.0,0.0
Cornus,Cornaceae,1.83,0.7295,0.0,0.964285714,1.322751323,0.178571429
Coronilla,Fabaceae,1.687142857,0.7295,0.096494845,0.583333333,0.0,0.0
Coronopus,Brassicaceae,1.687142857,0.7295,0.00485306,0.136363636,0.0,0.0
Correa,Rutaceae,1.33,0.7295,0.001652893,1.0,33.33333333,0.833333333
Corrigiola,Molluginaceae,0.49,0.7295,0.022988506,0.5,0.0,0.0
Cortaderia,Poaceae,3.885,0.7295,0.074314214,1.0,0.0,0.0
Corybas,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Corydalis,Papaveraceae,0.7175,0.7295,0.0,0.573029198,0.0,0.0
Corylus,Betulaceae,0.45,0.7295,0.054545455,1.0,2.222222222,0.1
Corynephorus,Poaceae,1.13,0.7295,0.074314214,0.25,0.0,0.0
Coryphantha,Cactaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Cosmos,Asteraceae,3.963333333,0.7295,0.00210989,0.0,0.0,0.0
Cotoneaster,Rosaceae,1.211666667,0.7295,0.001060071,1.0,0.150557061,0.06097561
Cotula,Asteraceae,2.03,0.7295,0.00210989,0.423076923,0.0,0.0
Crambe,Brassicaceae,1.825,0.7295,0.00485306,0.9,0.0,0.0
Craspedia,Asteraceae,1.687142857,0.7295,0.00210989,0.5,4.545454545,0.25
Crassula,Crassulaceae,1.687142857,0.7295,0.0,0.296296296,0.0,0.0
Crataegus,Rosaceae,1.198,0.7295,0.001060071,1.0,0.737704918,0.221311475
Crepidomanes,Hymenophyllaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Crepis,Asteraceae,4.19043956,0.911,0.00210989,0.612279226,0.101405186,0.059322034
Critesion,Poaceae,1.687142857,0.7295,0.074314214,0.25,0.0,0.0
Crocosmia,Iridaceae,1.04,0.7295,0.0,1.0,0.0,0.0
Crocus,Iridaceae,5.660909091,0.7295,0.0,1.0,0.269360269,0.072727273
Crossosoma,Crossosomataceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Crotalaria,Fabaceae,1.16,0.7295,0.096494845,0.545454545,0.0,0.0
Croton,Euphorbiaceae,1.687142857,0.7295,0.01239531,0.333333333,0.0,0.0
Crucianella,Rubiaceae,1.687142857,0.7295,0.0006,0.125,0.0,0.0
Cruciata,Rubiaceae,0.71,0.7295,0.0006,0.8,0.0,0.0
Crupina,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Crypsis,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Cryptandra,Rhamnaceae,1.687142857,0.7295,0.004444444,1.0,0.0,0.0
Cryptantha,Boraginaceae,1.687142857,0.7295,0.001824818,0.383064516,0.012498438,0.007874016
Cryptogramma,Pteridaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Cryptostylis,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Ctenitis,Dryopteridaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Ctenopsis,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Cucumis,Cucurbitaceae,0.965333333,0.7295,0.024852071,0.0,0.0,0.0
Cucurbita,Cucurbitaceae,0.524782609,0.498,0.024852071,0.333333333,0.0,0.0
Cullen,Fabaceae,1.687142857,0.7295,0.096494845,0.9375,0.0,0.0
Cuphea,Lythraceae,1.687142857,0.684,0.0,0.5,0.0,0.0
Cupressus,Cupressaceae,11.75333333,0.7295,0.007142857,1.0,0.0,0.0
Cuscuta,Convolvulaceae,6.981666667,0.7295,0.044375,0.256756757,0.0,0.0
Cusickiella,Brassicaceae,1.687142857,0.7295,0.00485306,1.0,0.0,0.0
Cutandia,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Cyanea,Campanulaceae,1.687142857,0.7295,0.0,1.0,0.226244344,0.057692308
Cyathea,Cyatheaceae,7.35,0.7295,0.0,1.0,33.33333333,0.333333333
Cyclamen,Primulaceae,4.982727273,0.7295,0.0,1.0,0.0,0.0
Cylindropuntia,Cactaceae,1.687142857,0.7295,0.0,1.0,30.0,0.6
Cymbalaria,Plantaginaceae,0.49,0.7295,0.005925926,1.0,0.0,0.0
Cymbonotus,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Cymbopogon,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Cymopterus,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Cynanchum,Apocynaceae,1.687142857,0.7295,0.000658617,1.0,0.0,0.0
Cynara,Asteraceae,1.1,0.7295,0.00210989,1.0,0.0,0.0
Cynodon,Poaceae,0.91,0.7295,0.074314214,1.0,0.0,0.0
Cynoglossum,Boraginaceae,1.687142857,0.678,0.001824818,0.35,0.333333333,0.04
Cynosurus,Poaceae,2.925,0.96,0.074314214,0.416666667,0.0,0.0
Cyperus,Cyperaceae,0.736,0.019,0.00045977,0.619499569,0.0,0.0
Cyphanthera,Solanaceae,1.687142857,0.7295,0.089837398,1.0,33.33333333,0.333333333
Cypripedium,Orchidaceae,29.856,0.7295,0.0,1.0,0.735294118,0.058823529
Cyrtandra,Gesneriaceae,1.687142857,0.7295,0.0,1.0,4.862119013,1.264150943
Cyrtomium,Dryopteridaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Cyrtostylis,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Cytinus,Cytinaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Cytisus,Fabaceae,1.465833333,0.7295,0.096494845,1.0,0.189393939,0.03030303
Daboecia,Ericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Dactylis,Poaceae,4.002222222,0.7295,0.074314214,1.0,0.0,0.0
Dactylorhiza,Orchidaceae,5.158,0.7295,0.0,1.0,14.76190476,1.476190476
Dalea,Fabaceae,1.687142857,0.7295,0.096494845,0.891304348,0.0,0.0
Dampiera,Goodeniaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Danthonia,Poaceae,2.95,0.7295,0.074314214,1.0,0.793650794,0.138888889
Daphne,Thymelaeaceae,3.115,0.348,0.001324503,1.0,1.169590643,0.105263158
Darwinia,Myrtaceae,1.687142857,0.7295,0.003243243,1.0,0.0,0.0
Dasypyrum,Poaceae,7.012857143,0.7295,0.074314214,0.5,0.0,0.0
Datura,Solanaceae,2.121428571,0.155,0.089837398,0.113636364,0.432900433,0.045454545
Daucus,Apiaceae,2.138666667,0.963,0.003968254,0.166666667,0.0,0.0
Daviesia,Fabaceae,1.687142857,0.88,0.096494845,1.0,7.692307692,0.461538462
Delissea,Campanulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Delphinium,Ranunculaceae,1.687142857,0.74,0.0,0.828571429,0.910973085,0.314285714
Dendranthema,Asteraceae,7.89,0.7295,0.00210989,1.0,0.0,0.0
Dendrobium,Orchidaceae,1.58212766,0.7295,0.0,1.0,0.0,0.0
Dendromecon,Papaveraceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Derwentia,Scrophulariaceae,1.687142857,0.7295,0.001764706,1.0,0.0,0.0
Deschampsia,Poaceae,5.56625,0.92,0.074314214,0.888888889,0.0,0.0
Descurainia,Brassicaceae,0.217142857,0.7295,0.00485306,0.0,0.0,0.0
Desmanthus,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Desmazeria,Poaceae,3.2,0.7295,0.074314214,0.0,0.0,0.0
Desmodium,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.128205128,0.025
Deyeuxia,Poaceae,7.375,0.7295,0.074314214,0.95,0.0,0.0
Dianella,Xanthorrhoeaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Dianthus,Caryophyllaceae,0.796,0.885,0.001818182,0.931654676,0.041109969,0.028571429
Dicentra,Papaveraceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Dichanthelium,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Dichanthium,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Dichelachne,Poaceae,8.4125,0.7295,0.074314214,1.0,0.0,0.0
Dichelostemma,Asparagaceae,18.15,0.7295,0.0,1.0,20.0,0.4
Dichondra,Convolvulaceae,1.687142857,0.7295,0.044375,1.0,0.0,0.0
Diellia,Aspleniaceae,1.687142857,0.7295,0.0,1.0,6.666666667,0.166666667
Digitalis,Plantaginaceae,1.1525,0.7295,0.005925926,0.714285714,1.307189542,0.111111111
Digitaria,Poaceae,1.194,0.7295,0.074314214,0.227272727,0.189393939,0.03030303
Dillwynia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Diodia,Rubiaceae,1.687142857,0.7295,0.0006,1.0,0.0,0.0
Dioscorea,Dioscoreaceae,1.0425,0.7295,0.009195402,1.0,0.0,0.0
Diospyros,Ebenaceae,1.948,0.7295,0.0,1.0,100.0,0.5
Dipcadi,Asparagaceae,3.21,0.7295,0.0,1.0,0.0,0.0
Diphasiastrum,Lycopodiaceae,2.827142857,0.7295,0.0,1.0,20.0,0.5
Diphasium,Lycopodiaceae,1.687142857,0.7295,0.0,1.0,16.66666667,0.25
Diplachne,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Diplotaxis,Brassicaceae,0.58,0.7295,0.00485306,0.35978836,0.0,0.0
Dipodium,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Dipsacus,Caprifoliaceae,3.912,0.7295,0.0,0.0,1.169590643,0.105263158
Discaria,Rhamnaceae,1.687142857,0.7295,0.004444444,1.0,0.0,0.0
Disporum,Colchicaceae,21.81,0.7295,0.0,1.0,0.0,0.0
Dissocarpus,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
Ditaxis,Euphorbiaceae,1.687142857,0.7295,0.01239531,0.6,0.0,0.0
Dithyrea,Brassicaceae,1.687142857,0.7295,0.00485306,0.5,0.0,0.0
Dittrichia,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Diuris,Orchidaceae,1.687142857,0.7295,0.0,1.0,27.77777778,1.111111111
Dodecatheon,Primulaceae,2.79,0.7295,0.0,1.0,0.0,0.0
Dodonaea,Sapindaceae,0.665,0.7295,0.001265823,1.0,2.222222222,0.1
Doodia,Blechnaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Doronicum,Asteraceae,3.84,0.7295,0.00210989,1.0,1.904761905,0.133333333
Dorycnium,Fabaceae,1.075,0.7295,0.096494845,1.0,0.0,0.0
Doryopteris,Pteridaceae,1.687142857,0.7295,0.0,1.0,16.66666667,0.25
Downingia,Campanulaceae,1.687142857,0.7295,0.0,0.0,0.653594771,0.055555556
Draba,Brassicaceae,0.382,0.7295,0.00485306,0.761279737,0.058412698,0.036507937
Dracocephalum,Lamiaceae,1.687142857,0.7295,0.004320557,0.428571429,0.0,0.0
Dracunculus,Araceae,5.23,0.7295,0.000248447,1.0,0.0,0.0
Drosera,Droseraceae,0.665,0.7295,0.0,0.941176471,1.0,0.12
Dryopteris,Dryopteridaceae,11.88181818,0.7295,0.0,1.0,0.92506938,0.212765957
Dubautia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,11.9047619,1.19047619
Dudleya,Crassulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Dupontia,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Dysphania,Amaranthaceae,0.37,0.7295,0.041463415,0.125,0.0,0.0
Dyssodia,Asteraceae,1.687142857,0.7295,0.00210989,0.625,0.0,0.0
Ebenus,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Echinacea,Asteraceae,1.687142857,0.862,0.00210989,1.0,0.0,0.0
Echinocereus,Cactaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Echinochloa,Poaceae,1.3825,0.7295,0.074314214,0.0,0.0,0.0
Echinodorus,Alismataceae,13.305,0.7295,0.0,0.666666667,0.0,0.0
Echinomastus,Cactaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Echinophora,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Echinopogon,Poaceae,5.43,0.7295,0.074314214,1.0,0.0,0.0
Echinops,Asteraceae,3.561666667,0.7295,0.00210989,0.9,1.904761905,0.133333333
Echinospartum,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Echium,Boraginaceae,0.466923077,0.8805,0.001824818,0.25862069,0.0,0.0
Edraianthus,Campanulaceae,1.6475,0.7295,0.0,1.0,0.0,0.0
Ehrharta,Poaceae,1.418,0.7295,0.074314214,0.833333333,0.0,0.0
Eichhornia,Pontederiaceae,1.27,0.59,0.03030303,1.0,0.0,0.0
Einadia,Amaranthaceae,1.01,0.7295,0.041463415,1.0,0.0,0.0
Elachanthus,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Elaeagnus,Elaeagnaceae,0.58,0.7295,0.0,1.0,0.0,0.0
Elaeocarpus,Elaeocarpaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Elaeoselinum,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Elaphoglossum,Dryopteridaceae,1.687142857,0.7295,0.0,1.0,5.555555556,0.222222222
Elatine,Elatinaceae,1.687142857,0.7295,0.0,0.204545455,0.0,0.0
Eleocharis,Cyperaceae,3.01,0.7295,0.00045977,0.798701299,0.057110223,0.029126214
Elephantopus,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Eleusine,Poaceae,1.974615385,0.7295,0.074314214,0.444444444,0.0,0.0
Elodea,Hydrocharitaceae,4.59,0.7295,0.0,1.0,0.0,0.0
Elymus,Poaceae,10.6325,0.069,0.074314214,1.0,1.797814208,0.539344262
Elytrigia,Poaceae,1.687142857,0.7295,0.074314214,1.0,3.846153846,0.25
Emex,Polygonaceae,1.687142857,0.7295,0.002727273,0.0,16.66666667,0.25
Emilia,Asteraceae,3.58,0.7295,0.00210989,1.0,33.33333333,0.333333333
Empetrum,Ericaceae,0.965,0.7295,0.0,1.0,0.0,0.0
Enarthrocarpus,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Encelia,Asteraceae,1.57,0.7295,0.00210989,1.0,26.19047619,0.785714286
Enceliopsis,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Endressia,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Enneapogon,Poaceae,1.687142857,0.7295,0.074314214,0.833333333,0.0,0.0
Entolasia,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Epacris,Ericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Ephedra,Ephedraceae,16.137,0.7295,0.0,1.0,0.735294118,0.058823529
Epilobium,Onagraceae,0.403333333,0.395,0.001538462,0.87295082,0.834575261,0.504918033
Epimedium,Berberidaceae,4.1,0.7295,0.0,1.0,0.0,0.0
Epipactis,Orchidaceae,1.687142857,0.7295,0.0,1.0,1.307189542,0.111111111
Equisetum,Equisetaceae,20.9847619,0.7295,0.0,1.0,2.70531401,0.608695652
Eragrostis,Poaceae,0.715,0.7295,0.074314214,0.454545455,0.0,0.0
Erechtites,Asteraceae,5.376666667,0.7295,0.00210989,0.0,0.0,0.0
Eremalche,Malvaceae,1.687142857,0.7295,0.006153846,0.0,0.0,0.0
Eremochloa,Poaceae,0.83,0.7295,0.074314214,1.0,0.0,0.0
Eremogone,Caryophyllaceae,1.687142857,0.7295,0.001818182,1.0,0.0,0.0
Eremophila,Scrophulariaceae,1.687142857,0.7295,0.001764706,1.0,0.0,0.0
Eremopyrum,Poaceae,5.5,0.7295,0.074314214,0.0,0.0,0.0
Eremurus,Xanthorrhoeaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Erianthus,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Eriastrum,Polemoniaceae,1.687142857,0.7295,0.0,0.0625,0.0,0.0
Erica,Ericaceae,0.67,0.7295,0.0,1.0,1.411290323,0.21875
Ericameria,Asteraceae,1.687142857,0.7295,0.00210989,1.0,1.307189542,0.111111111
Erigeron,Asteraceae,1.39,0.7295,0.00210989,0.860424028,0.073664825,0.066298343
Eriocaulon,Eriocaulaceae,4.19,0.7295,0.0,0.666666667,0.0,0.0
Eriochlamys,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Eriochloa,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Eriodictyon,Boraginaceae,1.687142857,0.7295,0.001824818,1.0,0.0,0.0
Eriogonum,Polygonaceae,1.687142857,0.8,0.002727273,0.613360324,0.016457654,0.020242915
Erioneuron,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Eriophorum,Cyperaceae,0.52,0.7295,0.00045977,1.0,0.307692308,0.038461538
Eriophyllum,Asteraceae,1.687142857,0.7295,0.00210989,0.388888889,0.833333333,0.0625
Eriostemon,Rutaceae,1.687142857,0.7295,0.001652893,1.0,0.0,0.0
Eritrichium,Boraginaceae,1.687142857,0.7295,0.001824818,1.0,0.0,0.0
Erodium,Geraniaceae,1.687142857,0.7295,0.0,0.47133758,0.039123631,0.013888889
Erophila,Brassicaceae,0.4,0.7295,0.00485306,0.0,0.0,0.0
Erucastrum,Brassicaceae,1.04,0.7295,0.00485306,0.7,0.0,0.0
Eryngium,Apiaceae,1.65,0.887,0.003968254,0.704819277,0.235294118,0.058823529
